"","#","Name","GP","GS","MIN","MPG","PPG","FGM","FGA","FG%","FTM","FTA","FT%","3PM","3PA","3P%","PTS","High","RPG","OFF","DEF","REB","AST","APG","TO","TOPG","STL","SPG","BLK","BLKPG","PF","PFPG","TF"
"2080",NA,"Nick Evtimov",1,1,27,27,10,3,6,0.5,4,5,0.8,0,1,0,10,10,10,3,7,10,2,2,4,4,0,0,0,0,1,1,0
"2081",NA,"Tripp  Green",1,1,24,24,18,6,13,0.462,5,6,0.833,1,4,0.25,18,18,3,0,3,3,3,3,4,4,4,4,1,1,1,1,0
"2082",NA,"Matty Edwards",1,1,24,24,4,1,6,0.167,2,2,1,0,2,0,4,4,3,0,3,3,4,4,3,3,3,3,1,1,4,4,0
"2083",15,"Brandon Long",1,1,26,26,8,4,6,0.667,0,3,0,0,0,0,8,8,3,0,3,3,1,1,4,4,2,2,0,0,3,3,0
"2084",3,"Grant Cain",1,0,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,0,0,3,3,0
"2085",11,"Chase Walter",1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2086",20,"Ivan Millcevic",1,0,12,12,2,1,5,0.2,0,0,0,0,4,0,2,2,1,1,0,1,1,1,2,2,3,3,0,0,3,3,0
"2087",24,"Jalen Singleton",1,0,4,4,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2088",5,"Jalen Harris",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2089",20,"Rawle Alkins",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2090",20,"Rawle Alkins",13,NA,NA,NA,26.5,0,0,0,0,0,0,0,0,0,344,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2091",1,"Jaylen Fornes",4,NA,NA,NA,27,0,0,0,0,0,0,0,0,0,108,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2092",5,"Jalen Harris",6,NA,NA,NA,15,0,0,0,0,0,0,0,0,0,90,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2093",21,"Blake Harris",4,NA,NA,NA,17.8,0,0,0,0,0,0,0,0,0,71,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2094",34,"Brandon Huffman",3,NA,NA,NA,18.3,0,0,0,0,0,0,0,0,0,55,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2095",3,"Mikeil Watkins",1,NA,NA,NA,23,0,0,0,0,0,0,0,0,0,23,23,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"2096",22,"DK Simmons",1,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2097",NA,"Evan Johnson",1,NA,NA,NA,12,0,0,0,0,0,0,0,0,0,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2098",20,"Rawle Alkins",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2099",5,"Jalen Harris",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2100",1,"Jaylen Fornes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2101",21,"Blake Harris",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2102",34,"Brandon Huffman",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,0,19,0,0,0,0,0,0,5,5,0,0,0
"2103",5,"Jalen Harris",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,7.2,0,0,5,1,0,0,0,0,0
"2104",21,"Blake Harris",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,7.7,0,0,0,0,0,0,0,0,0
"2105",20,"Rawle Alkins",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,3.7,0,0,0,0,6,2,0,0,0
"2106",20,"Rawle Alkins",1,NA,NA,NA,25,0,0,0,0,0,0,0,0,0,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2107",1,"Marcus Ottey",2,0,74,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,2,5,2.5,1,0.5,7,3.5,0
"2108",13,"Jordan Blount",2,0,59,29.5,12.5,10,22,0.455,1,2,0.5,4,12,0.333,25,16,5,0,10,10,4,2,2,1,4,2,1,0.5,9,4.5,0
"2109",14,"Aldas Kavaliauskas",2,0,55,27.5,2.5,2,9,0.222,1,2,0.5,0,5,0,5,3,NA,NA,NA,NA,6,3,4,2,2,1,0,0,6,3,0
"2110",25,"Tyrell Gumbs-Frater",2,0,37,18.5,20,5,10,0.5,1,2,0.5,1,3,0.333,40,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2111",45,"Marko Cuze",2,0,49,24.5,9,8,15,0.533,0,0,0,2,3,0.667,18,18,4,5,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2112",20,"Nick Korniek",2,0,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2113",31,"Matthias Kelly",2,0,38,19,6.5,4,6,0.667,3,3,1,2,3,0.667,13,11,2,0,4,4,0,0,1,0.5,3,1.5,1,0.5,3,1.5,0
"2114",32,"Babacar Cisse",2,0,8,4,0,0,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2115",34,"Yalim Olcay",2,0,37,18.5,3,3,8,0.375,0,0,0,0,0,0,6,4,NA,NA,NA,NA,2,1,3,1.5,0,0,1,0.5,5,2.5,0
"2116",2,"Marcell Haskett",1,0,3,3,1,0,1,0,1,2,0.5,0,1,0,1,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0
"2117",22,"Biel Lianso",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2118",10,"Kajon Gordon-Stephen",1,0,3,3,3,1,1,1,0,0,0,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2119",21,"Eskor Edem",1,0,21,21,5,2,4,0.5,0,0,0,1,2,0.5,5,5,NA,NA,NA,NA,0,0,1,1,0,0,0,0,1,1,0
"2120",1,"Marcus Ottey",4,NA,NA,NA,22,23,36,0.639,11,14,0.786,3,6,0.5,88,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2121",20,"Nick Korniek",1,NA,NA,NA,3,0,3,0,3,4,0.75,0,2,0,3,3,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0
"2122",1,"Marcus Ottey",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,2,10,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2123",14,"Aldas Kavaliauskas",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2124",25,"Tyrell Gumbs-Frater",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,3,1,1,0,0,0,0,1,1,0,0,0
"2125",32,"Babacar Cisse",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0
"2126",34,"Yalim Olcay",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2127",45,"Marko Cuze",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,1,1,0,0,2,2,0
"2128",25,"Tyrell Gumbs-Frater",1,NA,NA,NA,28,0,0,0,0,0,0,0,0,0,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2129",1,"Marcus Ottey",1,NA,NA,NA,12,0,0,0,0,0,0,0,0,0,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2130",NA,"Maciej Bender",1,1,23,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,1,1,1,1,5,5,0
"2131",NA,"Harold Baruti",1,1,29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,0,0,0,0,4,4,0
"2132",NA,"Keshon Montague",1,1,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2133",NA,"Jakub Mijakowski",1,0,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,0,0,2,2,0
"2134",NA,"Jethro Tshisumpa",1,1,22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2135",24,"Diogo Brito",1,1,19,19,5,2,3,0.667,0,0,0,1,2,0.5,5,5,1,0,1,1,0,0,4,4,1,1,0,0,1,1,0
"2136",1,"Symon Walczak",1,0,17,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2137",3,"Florent Thamba",1,0,5,5,10,0,0,0,0,0,0,0,0,0,10,10,NA,NA,NA,NA,0,0,2,2,1,1,1,1,2,2,0
"2138",5,"Bikum Biyambo",1,0,2,2,2,1,1,1,0,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0
"2139",23,"Nathan Mepandy",1,0,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2140",NA,"Harold Baruti",7,NA,NA,NA,12.7,6,14,0.429,1,3,0.333,1,5,0.2,89,16,7.6,3,5,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2141",NA,"Maciej Bender",6,NA,NA,NA,12.3,4,14,0.286,0,0,0,1,2,0.5,74,17,8.5,3,4,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2142",NA,"Keshon Montague",6,NA,NA,NA,11,0,3,0,0,0,0,0,1,0,66,21,NA,NA,NA,NA,27,4.5,2,0.3,0,0,0,0,4,0.7,0
"2143",NA,"Jethro Tshisumpa",3,NA,NA,NA,11.7,2,3,0.667,2,2,1,0,0,0,35,23,11,3,6,33,3,1,3,1,1,0.3,9,3,5,1.7,0
"2144",1,"Symon Walczak",2,NA,NA,NA,15,5,9,0.556,5,6,0.833,0,0,0,30,15,NA,NA,NA,NA,4,2,2,1,1,0.5,0,0,2,1,0
"2145",NA,"Jakub Mijakowski",3,NA,NA,NA,9.7,1,3,0.333,0,1,0,1,2,0.5,29,16,4,1,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2146",NA,"Oscar Tshiebwe",1,NA,NA,NA,14,0,0,0,0,0,0,0,0,0,14,14,14,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2147",23,"Nathan Mepandy",2,NA,NA,NA,5.5,0,0,0,0,2,0,0,0,0,11,11,NA,NA,NA,NA,4,2,1,0.5,0,0,0,0,0,0,0
"2148",3,"Florent Thamba",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2149",1,"Roman Young",6,3,17,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2150",12,"Bryan Trimble",5,3,22,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2151",10,"Radshad Davis",4,3,17,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2152",24,"Derrick Walker",3,3,17,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2153",3,"GJ Rolle",3,0,2,0.7,3.3,3,7,0.429,2,2,1,2,2,1,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2154",11,"Jonah Antonio",2,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2155",2,"Khameron Davis",2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2156",22,"Isiah Jasey",1,0,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2157",33,"Charles Bain",1,0,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2158",21,"Kameron  McGusty",1,0,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2159",42,"Matt Harms",1,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2160",12,"Bryan Trimble",13,NA,NA,NA,13.5,25,43,0.581,8,8,1,10,22,0.455,175,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2161",21,"Kameron  McGusty",15,NA,NA,NA,10.1,23,47,0.489,13,21,0.619,1,4,0.25,151,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2162",10,"Radshad Davis",12,NA,NA,NA,10.4,11,28,0.393,3,4,0.75,0,0,0,125,19,6.2,7,16,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2163",24,"Derrick Walker",11,NA,NA,NA,8.7,21,28,0.75,2,4,0.5,0,0,0,96,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2164",22,"Isiah Jasey",11,NA,NA,NA,7.4,6,17,0.353,4,5,0.8,0,0,0,81,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2165",1,"Roman Young",9,NA,NA,NA,5.9,10,30,0.333,11,12,0.917,6,18,0.333,53,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2166",11,"Jonah Antonio",5,NA,NA,NA,5.6,4,16,0.25,2,4,0.5,2,13,0.154,28,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2167",33,"Charles Bain",4,NA,NA,NA,4.2,2,12,0.167,1,2,0.5,0,3,0,17,12,1.2,2,2,5,4,1,4,1,1,0.2,0,0,1,0.2,0
"2168",2,"Khameron Davis",3,NA,NA,NA,4,4,10,0.4,2,4,0.5,2,7,0.286,12,8,NA,NA,NA,NA,1,0.3,1,0.3,2,0.7,0,0,4,1.3,0
"2169",42,"Matt Harms",3,NA,NA,NA,3,4,7,0.571,0,4,0,1,2,0.5,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2170",21,"Kameron  McGusty",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,1,8,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2171",12,"Bryan Trimble",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,3,5,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2172",24,"Derrick Walker",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,17,15,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2173",22,"Isiah Jasey",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,6,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2174",1,"Roman Young",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2175",11,"Jonah Antonio",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,0,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2176",42,"Matt Harms",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3,7,10,0,0,4,1,2,0.5,1,0.2,8,2,0
"2177",3,"GJ Rolle",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2178",2,"Khameron Davis",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2179",21,"Kameron  McGusty",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,3.3,6,0.6,6,0.6,0,0,6,0.6,0
"2180",1,"Roman Young",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,3.9,3,0.4,8,1,0,0,0,0,0
"2181",12,"Bryan Trimble",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1.1,5,0.7,2,0.3,1,0.1,7,1,0
"2182",24,"Derrick Walker",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.9,6,0.8,9,1.1,3,0.4,9,1.1,0
"2183",10,"Radshad Davis",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,7,1.4,9,1.8,0,0,11,2.2,0
"2184",3,"GJ Rolle",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,0.2,1,0.2,0,0,1,0.2,0
"2185",11,"Jonah Antonio",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,0,0,0,0,4,4,0
"2186",22,"Isiah Jasey",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.2,3,0.5,3,0.5,11,1.8,12,2,0
"2187",22,"Jamil Wilson",1,1,28,28,37,10,15,0.667,14,16,0.875,3,3,1,37,37,2,1,0,2,7,7,4,4,2,2,0,0,2,2,0
"2188",14,"Brian Alvey",1,1,26,26,18,6,13,0.462,1,1,1,5,9,0.556,18,18,2,0,2,2,2,2,0,0,2,2,0,0,1,1,0
"2189",5,"Clivonte Patterson",1,1,13,13,13,5,6,0.833,3,6,0.5,0,0,0,13,13,4,1,3,4,2,2,1,1,2,2,0,0,3,3,0
"2190",NA,"Sidney Wilson",1,1,31,31,31,10,16,0.625,11,13,0.846,0,0,0,31,31,4,1,3,4,1,1,3,3,2,2,6,6,2,2,0
"2191",3,"Payton Pritchard",5,4,161,32.2,18.4,29,88,0.33,27,37,0.73,7,39,0.179,92,26,6.4,8,24,32,29,5.8,25,5,11,2.2,1,0.2,17,3.4,0
"2192",1,"Jaydon Grant",4,2,131,32.8,10.2,16,31,0.516,3,6,0.5,7,16,0.438,41,18,2.8,3,8,11,1,0.2,11,2.8,4,1,3,0.8,11,2.8,0
"2193",22,"Brooks DeBisschop",3,3,85,28.3,11.7,15,27,0.556,5,12,0.417,0,4,0,35,17,8.3,7,18,25,7,2.3,4,1.3,2,0.7,3,1,4,1.3,0
"2194",23,"Tate Hoffman",3,1,82,27.3,10.7,11,25,0.44,7,10,0.7,3,11,0.273,32,13,5,7,8,15,0,0,4,1.3,1,0.3,1,0.3,13,4.3,0
"2195",13,"Will Mathiessen",3,1,93,31,8.7,9,24,0.375,6,9,0.667,0,3,0,26,13,4.3,9,4,13,5,1.7,4,1.3,2,0.7,1,0.3,3,1,0
"2196",15,"Nathan Dombrow",1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2197",10,"Colin Shearmire",1,0,14,14,3,1,2,0.5,0,0,0,1,2,0.5,3,3,2,1,1,2,1,1,4,4,1,1,0,0,5,5,0
"2198",11,"Tim Tawa",1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,1,0
"2199",24,"Jake Perkins",1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2200",30,"Jaylen Thompson",1,0,4,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,2,2,0
"2201",NA,"De'Aaron Fox",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2202",NA,"De'Aaron Fox",19,NA,NA,NA,32,0,0,0,0,0,0,10,0,0,608,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2203",NA,"Jared Garcia",5,NA,NA,NA,14.4,0,0,0,0,0,0,0,0,0,72,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2204",NA,"Adnan Bajrami",5,NA,NA,NA,13.8,0,0,0,0,0,0,0,0,0,69,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2205",NA,"Charles Williams",3,NA,NA,NA,14,0,0,0,0,0,0,0,0,0,42,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2206",NA,"Denerick Patterson",2,NA,NA,NA,12,0,0,0,0,0,0,0,0,0,24,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2207",NA,"Armaine Ratcliff",1,NA,NA,NA,14,0,0,0,0,0,0,0,0,0,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2208",NA,"Tyrese Miller",1,NA,NA,NA,11,0,0,0,0,0,0,0,0,0,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2209",NA,"Jay McQueen",1,NA,NA,NA,10,0,0,0,0,0,0,0,0,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2210",NA,"De'Aaron Fox",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,0,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2211",NA,"Adnan Bajrami",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2212",NA,"Jared Garcia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,12,0,0,0,0,0,0,6,6,0,0,0
"2213",NA,"De'Aaron Fox",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,3,0,0,2,0.5,3,0.8,0,0,0
"2214",NA,"De'Aaron Fox",2,NA,NA,NA,39.5,0,0,0,0,0,0,0,0,0,79,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2215",NA,"Jared Garcia",1,NA,NA,NA,24,0,0,0,0,0,0,0,0,0,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2216",NA,"Adnan Bajrami",1,NA,NA,NA,12,0,0,0,0,0,0,0,0,0,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2217",NA,"De'Aaron Fox",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2218",NA,"De'Aaron Fox",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,0,0,0,0,0,0,0,0,0
"2219",NA,"Trevon Duval",3,1,32,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2220",NA,"Terrance Ferguson",3,0,30,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2221",NA,"Robert Brown",2,0,5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3,1.5,0
